_id,title,year,vote_count,vote_average
664b369af5b7b67b6665c57f,Scary Movie 5,2013,2701,4.808
664b369af5b7b67b6665c580,Life of Brian,1979,4221,7.763
664b369af5b7b67b6665c581,The Secret Life of Pets 2,2019,2907,6.955
664b369af5b7b67b6665c582,The Meg,2018,7397,6.257
664b369af5b7b67b6665c583,The Gray Man,2022,3423,6.964
664b369af5b7b67b6665c584,Princess Mononoke,1997,7689,8.341
664b369af5b7b67b6665c585,Sicario,2015,8252,7.394
664b369af5b7b67b6665c586,Madagascar 3: Europe's Most Wanted,2012,5927,6.613
664b369af5b7b67b6665c587,Monster Hunter,2020,3188,6.599
664b369af5b7b67b6665c588,The Passion of the Christ,2004,4418,7.503
664b369af5b7b67b6665c589,Skin,2019,381,7.017
664b369af5b7b67b6665c58a,The Truman Show,1998,17706,8.14
664b369af5b7b67b6665c58b,Eraserhead,1978,2304,7.385
664b369af5b7b67b6665c58c,Mystic River,2003,6384,7.74
664b369af5b7b67b6665c58d,Self/less,2015,2993,6.41
664b369af5b7b67b6665c58e,Mad Max 2,1981,3484,7.386
664b369af5b7b67b6665c58f,Time Trap,2018,1040,6.215
664b369af5b7b67b6665c590,Synchronic,2020,873,6.339
664b369af5b7b67b6665c591,Miracles from Heaven,2016,1146,7.423
664b369af5b7b67b6665c592,The Warriors,1979,2053,7.679
664b369af5b7b67b6665c593,Sleeping Beauty,1959,4972,6.952
664b369af5b7b67b6665c594,The Strangers,2008,2298,6.104
664b369af5b7b67b6665c595,Dawn of the Dead,2004,3829,7.054
664b369af5b7b67b6665c596,Spartacus,1960,2055,7.551
664b369af5b7b67b6665c597,Matilda,1996,4258,7.159
664b369af5b7b67b6665c598,Eternals,2021,7949,6.88
664b369af5b7b67b6665c599,Eternals,2021,7949,6.88
664b369af5b7b67b6665c59a,Willy Wonka & the Chocolate Factory,1971,3422,7.501
664b369af5b7b67b6665c59b,Black '47,2018,284,6.549
664b369af5b7b67b6665c59c,The Specialist,1994,1232,5.876
664b369af5b7b67b6665c59d,Future World,2018,242,4.362
664b369af5b7b67b6665c59e,Things to Come,1936,181,6.4
664b369af5b7b67b6665c59f,Ava,2020,2488,5.816
664b369af5b7b67b6665c5a0,3 from Hell,2019,444,5.822
664b369af5b7b67b6665c5a1,Brief Encounter,1945,585,7.685
664b369af5b7b67b6665c5a2,Saturday Night Fever,1977,1839,6.734
664b369af5b7b67b6665c5a3,The Interview,2014,5581,6.2
664b369af5b7b67b6665c5a4,Dumbo,1941,4797,7
664b369af5b7b67b6665c5a5,Museo,2018,129,6.612
664b369af5b7b67b6665c5a6,The Runaways,2010,761,6.449
664b369af5b7b67b6665c5a7,Treasure Planet,2002,4010,7.54
664b369af5b7b67b6665c5a8,Rango,2011,6233,6.839
664b369af5b7b67b6665c5a9,28 Days Later,2002,6417,7.216
664b369af5b7b67b6665c5aa,The Expendables 3,2014,4821,6.222
664b369af5b7b67b6665c5ab,All of Us Strangers,2023,477,7.472
664b369af5b7b67b6665c5ac,American Psycho,2000,10469,7.403
664b369af5b7b67b6665c5ad,The Outsiders,1983,1287,7.223
664b369af5b7b67b6665c5ae,Speed,1994,5910,7.134
664b369af5b7b67b6665c5af,Neon Genesis Evangelion: The End of Evangelion,1997,1492,8.315
664b369af5b7b67b6665c5b0,Three Steps Above Heaven,2010,2929,7.738
664b369af5b7b67b6665c5b1,Kindergarten Cop 2,2016,221,4.919
664b369af5b7b67b6665c5b2,Ben-Hur,1959,2642,7.892
664b369af5b7b67b6665c5b3,The Hunchback of Notre Dame,1996,4824,7.111
664b369af5b7b67b6665c5b4,The Favourite,2018,5286,7.516
664b369af5b7b67b6665c5b5,Ice Age: Continental Drift,2012,7311,6.4
664b369af5b7b67b6665c5b6,Blade Runner: Black Out 2022,2017,370,7.166
664b369af5b7b67b6665c5b7,Rise of the Guardians,2012,6488,7.362
664b369af5b7b67b6665c5b8,Rambo III,1988,3030,6.192
664b369af5b7b67b6665c5b9,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,3381,6.023
664b369af5b7b67b6665c5ba,Pacific Rim: Uprising,2018,4769,6.135
664b369af5b7b67b6665c5bb,The Family,2013,2834,6.359
664b369af5b7b67b6665c5bc,Once Upon a Time in America,1984,5171,8.423
664b369af5b7b67b6665c5bd,Hotel Transylvania,2012,8337,6.957
664b369af5b7b67b6665c5be,Ocean's Eleven,2001,11234,7.441
664b369af5b7b67b6665c5bf,Isle of Dogs,2018,4685,7.848
664b369af5b7b67b6665c5c0,Hulk,2003,5584,5.548
664b369af5b7b67b6665c5c1,One Hundred and One Dalmatians,1961,6078,7.182
664b369af5b7b67b6665c5c2,Miss Peregrine's Home for Peculiar Children,2016,9664,6.833
664b369af5b7b67b6665c5c3,The Color Purple,2023,201,7.109
664b369af5b7b67b6665c5c4,Ice Age: The Meltdown,2006,9417,6.7
664b369af5b7b67b6665c5c5,How the Grinch Stole Christmas,2000,7183,6.765
664b369af5b7b67b6665c5c6,Lolita,1997,1692,7.144
664b369af5b7b67b6665c5c7,Edge of Tomorrow,2014,13390,7.617
664b369af5b7b67b6665c5c8,Sorcerer,1977,490,7.434
664b369af5b7b67b6665c5c9,Terminator Salvation,2009,6258,6.058
664b369af5b7b67b6665c5ca,Creed,2015,7208,7.414
664b369af5b7b67b6665c5cb,Robinson Crusoe,2016,318,5.8
664b369af5b7b67b6665c5cc,Straw Dogs,1971,898,7.153
664b369af5b7b67b6665c5cd,Click,2006,6816,6.285
664b369af5b7b67b6665c5ce,Jason Bourne,2016,5550,6.348
664b369af5b7b67b6665c5cf,Saw,2004,8910,7.416
664b369af5b7b67b6665c5d0,The Gentlemen,2020,5510,7.683
664b369af5b7b67b6665c5d1,Jupiter Ascending,2015,6565,5.451
664b369af5b7b67b6665c5d2,Over the Hedge,2006,4303,6.558
664b369af5b7b67b6665c5d3,Underworld: Blood Wars,2016,3550,5.867
664b369af5b7b67b6665c5d4,Irish Wish,2024,300,6.255
664b369af5b7b67b6665c5d5,Exodus: Gods and Kings,2014,4416,5.9
664b369af5b7b67b6665c5d6,Norbit,2007,2237,5.592
664b369af5b7b67b6665c5d7,John Carter,2012,5428,6.319
664b369af5b7b67b6665c5d8,The Grudge,2019,1147,5.455
664b369af5b7b67b6665c5d9,Hell Fest,2018,780,5.654
664b369af5b7b67b6665c5da,EuroTrip,2004,2449,6.588
664b369af5b7b67b6665c5db,Pleasure,2021,482,6.222
664b369af5b7b67b6665c5dc,Rush Hour 3,2007,3126,6.474
664b369af5b7b67b6665c5dd,Call Me by Your Name,2017,11755,8.146
664b369af5b7b67b6665c5de,True Lies,1994,3903,7.068
664b369af5b7b67b6665c5df,Reptile,2023,796,6.762
664b369af5b7b67b6665c5e0,Beverly Hills Cop II,1987,2299,6.48
664b369af5b7b67b6665c5e1,The Taste of Things,2023,120,7.15
664b369af5b7b67b6665c5e2,A Few Good Men,1992,3412,7.538
664b369af5b7b67b6665c5e3,The Great Gatsby,2013,11914,7.37
664b369af5b7b67b6665c5e4,In Time,2011,11032,6.969
664b369af5b7b67b6665c5e5,Resident Evil: Death Island,2023,915,7.4
664b369af5b7b67b6665c5e6,Uncharted,2022,5635,6.959
664b369af5b7b67b6665c5e7,Flowers in the Attic,1987,194,6.271
664b369af5b7b67b6665c5e8,Warcraft,2016,6588,6.374
664b369af5b7b67b6665c5e9,Teen Wolf Too,1987,190,4.039
664b369af5b7b67b6665c5ea,Transporter 3,2008,3234,6.147
664b369af5b7b67b6665c5eb,Solo: A Star Wars Story,2018,8243,6.562
664b369af5b7b67b6665c5ec,Dark Angel,1990,281,5.948
664b369af5b7b67b6665c5ed,Bolt,2008,5823,6.508
664b369af5b7b67b6665c5ee,Jungle Cruise,2021,5483,7.384
664b369af5b7b67b6665c5ef,Midsommar,2019,6737,7.162
664b369af5b7b67b6665c5f0,Midsommar,2019,6737,7.162
664b369af5b7b67b6665c5f1,Lionheart,1990,986,6.52
664b369af5b7b67b6665c5f2,The Lost City,2022,3383,6.53
664b369af5b7b67b6665c5f3,The Book of Life,2014,2573,7.543
664b369af5b7b67b6665c5f4,Rush Hour,1998,4690,7.046
664b369af5b7b67b6665c5f5,The Breakfast Club,1985,7763,7.747
664b369af5b7b67b6665c5f6,The Pianist,2002,8858,8.383
664b369af5b7b67b6665c5f7,Kill Bill: Vol. 2,2004,13439,7.879
664b369af5b7b67b6665c5f8,Red Shoes and the Seven Dwarfs,2019,1039,7.756
664b369af5b7b67b6665c5f9,The Nightmare Before Christmas,1993,9092,7.8
664b369af5b7b67b6665c5fa,The Da Vinci Code,2006,9034,6.724
664b369af5b7b67b6665c5fb,Wild Card,2015,1708,5.661
664b369af5b7b67b6665c5fc,The Hunger Games: Catching Fire,2013,16904,7.428
664b369af5b7b67b6665c5fd,Lisa Frankenstein,2024,192,6.258
664b369af5b7b67b6665c5fe,Hypnotic,2023,1082,6.253
664b369af5b7b67b6665c5ff,The Mummy: Tomb of the Dragon Emperor,2008,4275,5.492
664b369af5b7b67b6665c600,Tank Girl,1995,460,5.4
664b369af5b7b67b6665c601,Crank,2006,3617,6.651
664b369af5b7b67b6665c602,Dragon Ball Z: Battle of Gods,2013,1475,6.779
664b369af5b7b67b6665c603,Major League,1989,736,6.878
664b369af5b7b67b6665c604,Sinbad: Legend of the Seven Seas,2003,1967,6.971
664b369af5b7b67b6665c605,Mulan,2020,6476,6.881
664b369af5b7b67b6665c606,The Matrix Revolutions,2003,9564,6.723
664b369af5b7b67b6665c607,The Last Voyage of the Demeter,2023,1342,6.915
664b369af5b7b67b6665c608,Sneakers,1992,861,6.9
664b369af5b7b67b6665c609,Changeling,2008,4037,7.597
664b369af5b7b67b6665c60a,Tomb Raider,2018,7577,6.358
664b369af5b7b67b6665c60b,Looper,2012,9915,6.882
664b369af5b7b67b6665c60c,The Key,1983,378,6
664b369af5b7b67b6665c60d,Alice in Wonderland,1951,5672,7.192
664b369af5b7b67b6665c60e,Jack Reacher: Never Go Back,2016,4704,5.974
664b369af5b7b67b6665c60f,Five Feet Apart,2019,5436,8.269
664b369af5b7b67b6665c610,Dumb and Dumber To,2014,3052,5.557
664b369af5b7b67b6665c611,13 Hours: The Secret Soldiers of Benghazi,2016,3401,7.276
664b369af5b7b67b6665c612,Wrong Turn,2003,2569,6.347
664b369af5b7b67b6665c613,Mortal Kombat Legends: Scorpion's Revenge,2020,1342,8.11
664b369af5b7b67b6665c614,Jack Reacher,2012,6780,6.622
664b369af5b7b67b6665c615,Puss in Boots,2011,3833,6.554
664b369af5b7b67b6665c616,The Strangers: Prey at Night,2018,1287,5.636
664b369af5b7b67b6665c617,Dragon Ball Z: Resurrection 'F',2015,1838,6.839
664b369af5b7b67b6665c618,To Kill a Mockingbird,1962,2498,7.999
664b369af5b7b67b6665c619,Conan the Barbarian,1982,2369,6.811
664b369af5b7b67b6665c61a,Radical,2023,361,8.454
664b369af5b7b67b6665c61b,Ghost Rider,2007,5703,5.563
664b369af5b7b67b6665c61c,Kiki's Delivery Service,1989,3878,7.829
664b369af5b7b67b6665c61d,Mission: Impossible II,2000,6475,6.1
664b369af5b7b67b6665c61e,The Limey,1999,403,6.6
664b369af5b7b67b6665c61f,Ice Age: Collision Course,2016,4339,6.1
664b369af5b7b67b6665c620,Pokémon Detective Pikachu,2019,6579,6.936
664b369af5b7b67b6665c621,Shaun of the Dead,2004,8123,7.541
664b369af5b7b67b6665c622,Alvin and the Chipmunks,2007,4265,5.8
664b369af5b7b67b6665c623,Zombieland,2009,11897,7.3
664b369af5b7b67b6665c624,Teen Wolf,1985,1078,6.189
664b369af5b7b67b6665c625,Mad Max Beyond Thunderdome,1985,2699,6.206
664b369af5b7b67b6665c626,Anastasia,1997,5134,7.618
664b369af5b7b67b6665c627,The Lucky One,2012,3523,7.138
664b369af5b7b67b6665c628,The Evil Dead,1981,3803,7.308
664b369af5b7b67b6665c629,Zombieland: Double Tap,2019,5470,6.935
664b369af5b7b67b6665c62a,Better Off Dead...,1985,468,6.588
664b369af5b7b67b6665c62b,mother!,2017,6490,6.971
664b369af5b7b67b6665c62c,Blade: Trinity,2004,3726,5.855
664b369af5b7b67b6665c62d,Superfast!,2015,417,5.028
664b369af5b7b67b6665c62e,Valerian and the City of a Thousand Planets,2017,7283,6.6
664b369af5b7b67b6665c62f,Good Boy,2022,190,6.6
664b369af5b7b67b6665c630,The Bad Guys,2022,1902,7.575
664b369af5b7b67b6665c631,Descendants 3,2019,1436,7.723
664b369af5b7b67b6665c632,Dragon Ball Z: Fusion Reborn,1995,794,7.5
664b369af5b7b67b6665c633,Ballerina,2023,446,6.981
664b369af5b7b67b6665c634,The Prince of Egypt,1998,3811,7.28
664b369af5b7b67b6665c635,Tinker Bell,2008,1348,6.851
664b369af5b7b67b6665c636,Texas Chainsaw 3D,2013,1606,5.468
664b369af5b7b67b6665c637,Cinderella II: Dreams Come True,2002,1390,6.099
664b369af5b7b67b6665c638,Monster Trucks,2016,814,6.083
664b369af5b7b67b6665c639,The Edge,1997,1122,6.8
664b369af5b7b67b6665c63a,Warhorse One,2023,243,7.179
664b369af5b7b67b6665c63b,Showgirls,1995,1172,5.552
664b369af5b7b67b6665c63c,A Silent Voice: The Movie,2016,3784,8.379
664b369af5b7b67b6665c63d,Poltergeist,1982,2857,7.145
664b369af5b7b67b6665c63e,Flashdance,1983,1404,6.494
664b369af5b7b67b6665c63f,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,5400,6.44
664b369af5b7b67b6665c640,Casino Royale,1967,696,5.3
664b369af5b7b67b6665c641,Indiana Jones and the Last Crusade,1989,9779,7.8
664b369af5b7b67b6665c642,Star Wars: Episode III - Revenge of the Sith,2005,13286,7.4
664b369af5b7b67b6665c643,Birdman or (The Unexpected Virtue of Ignorance),2014,12520,7.5
664b369af5b7b67b6665c644,The Chronicles of Narnia: Prince Caspian,2008,6173,6.622
664b369af5b7b67b6665c645,Cold Pursuit,2019,2484,5.81
664b369af5b7b67b6665c646,Peter Pan,1953,5201,7.223
664b369af5b7b67b6665c647,The Flood,2023,243,6.484
664b369af5b7b67b6665c648,Jawan,2023,214,7.257
664b369af5b7b67b6665c649,Taken 2,2012,6428,6.347
664b369af5b7b67b6665c64a,Doors,2021,159,4.975
664b369af5b7b67b6665c64b,22 Jump Street,2014,7711,6.84
664b369af5b7b67b6665c64c,The Intern,2015,6468,7.2
664b369af5b7b67b6665c64d,The Lady Vanishes,1938,872,7.452
664b369af5b7b67b6665c64e,RocknRolla,2008,2849,6.96
664b369af5b7b67b6665c64f,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,1239,6.989
664b369af5b7b67b6665c650,Nanny McPhee,2005,2934,6.7
664b369af5b7b67b6665c651,Orphan,2009,5084,7
664b369af5b7b67b6665c652,Happy Feet,2006,4936,6.2
664b369af5b7b67b6665c653,The 40 Year Old Virgin,2005,6474,6.399
664b369af5b7b67b6665c654,The Hangover Part III,2013,8387,6.2
664b369af5b7b67b6665c655,Virgin Territory,2007,301,4.738
664b369af5b7b67b6665c656,Nymphomaniac: Vol. II,2013,2821,6.736
664b369af5b7b67b6665c657,Ponyo,2008,4098,7.745
664b369af5b7b67b6665c658,Life Is Beautiful,1997,12709,8.452
664b369af5b7b67b6665c659,Bruce Almighty,2003,10383,6.711
664b369af5b7b67b6665c65a,Cobweb,2023,684,6.6
664b369af5b7b67b6665c65b,The Curious Case of Benjamin Button,2008,12381,7.584
664b369af5b7b67b6665c65c,No One Will Save You,2023,1024,6.706
664b369af5b7b67b6665c65d,Almost Famous,2000,2604,7.51
664b369af5b7b67b6665c65e,A Star Is Born,2018,11413,7.502
664b369af5b7b67b6665c65f,Desire,2011,1129,6.276
664b369af5b7b67b6665c660,American Pie Presents: Beta House,2007,1819,5.652
664b369af5b7b67b6665c661,10 Things I Hate About You,1999,7788,7.587
664b369af5b7b67b6665c662,The Crow,1994,3780,7.527
664b369af5b7b67b6665c663,The Witch,2016,6650,6.955
664b369af5b7b67b6665c664,The BFG,2016,3251,6.268
664b369af5b7b67b6665c665,Miss Hokusai,2015,135,6.737
664b369af5b7b67b6665c666,Dawn of the Dead,1978,1987,7.49
664b369af5b7b67b6665c667,The Bourne Identity,2002,8979,7.468
664b369af5b7b67b6665c668,Addams Family Values,1993,2834,6.98
664b369af5b7b67b6665c669,Mamma Mia!,2008,6262,6.978
664b369af5b7b67b6665c66a,RoboCop 3,1993,1208,4.81
664b369af5b7b67b6665c66b,G.I. Joe: Retaliation,2013,5347,5.625
664b369af5b7b67b6665c66c,The Last: Naruto the Movie,2014,1779,7.743
664b369af5b7b67b6665c66d,A Clockwork Orange,1971,12473,8.206
664b369af5b7b67b6665c66e,Scooby-Doo,2002,4273,6.085
664b369af5b7b67b6665c66f,Braveheart,1995,9790,7.939
664b369af5b7b67b6665c670,Pinocchio,1940,5661,7.106
664b369af5b7b67b6665c671,The Lion King 1½,2004,2882,6.6
664b369af5b7b67b6665c672,Stonehearst Asylum,2014,1360,6.844
664b369af5b7b67b6665c673,Deadpool: No Good Deed,2017,472,7.1
664b369af5b7b67b6665c674,The Misfits,2021,420,5.49
664b369af5b7b67b6665c675,Dog Soldiers,2002,819,6.702
664b369af5b7b67b6665c676,The Killing,1956,1444,7.666
664b369af5b7b67b6665c677,Spotlight,2015,8022,7.8
664b369af5b7b67b6665c678,The Angry Birds Movie,2016,3519,6.217
664b369af5b7b67b6665c679,John Q,2002,2302,7.102
664b369af5b7b67b6665c67a,The Expendables,2010,7513,6.241
664b369af5b7b67b6665c67b,Soul Man,1986,144,5.4
664b369af5b7b67b6665c67c,White Boy Rick,2018,1023,6.331
664b369af5b7b67b6665c67d,The Longest Yard,2005,3243,6.7
664b369af5b7b67b6665c67e,Pet Sematary: Bloodlines,2023,305,5.8
664b369af5b7b67b6665c67f,The Transporter Refueled,2015,1422,5.511
664b369af5b7b67b6665c680,TRON: Legacy,2010,6915,6.47
664b369af5b7b67b6665c681,Indiana Jones and the Kingdom of the Crystal Skull,2008,8004,6.01
664b369af5b7b67b6665c682,Bee Movie,2007,4686,6.026
664b369af5b7b67b6665c683,Hachi: A Dog's Tale,2009,6473,8.005
664b369af5b7b67b6665c684,Space Jam: A New Legacy,2021,3879,6.766
664b369af5b7b67b6665c685,Hansel & Gretel: Witch Hunters,2013,6522,6.05
664b369af5b7b67b6665c686,E.T. the Extra-Terrestrial,1982,10883,7.5
664b369af5b7b67b6665c687,Annihilation,2018,8351,6.41
664b369af5b7b67b6665c688,Meet the Robinsons,2007,2734,6.905
664b369af5b7b67b6665c689,Bram Stoker's Dracula,1992,4899,7.454
664b369af5b7b67b6665c68a,Tetris,2023,1160,7.723
664b369af5b7b67b6665c68b,Encanto at the Hollywood Bowl,2022,152,7.1
664b369af5b7b67b6665c68c,Red Dawn,1984,756,6.295
664b369af5b7b67b6665c68d,The Human Centipede 2 (Full Sequence),2011,1269,4.8
664b369af5b7b67b6665c68e,Bound by Honor,1993,1218,8.1
664b369af5b7b67b6665c68f,Noah,2014,6059,5.664
664b369af5b7b67b6665c690,Fist of Fury,1972,897,7.256
664b369af5b7b67b6665c691,Extract,2009,572,5.84
664b369af5b7b67b6665c692,Pretty Woman,1990,7886,7.466
664b369af5b7b67b6665c693,Collateral,2004,5369,7.221
664b369af5b7b67b6665c694,Tinker Bell and the Pirate Fairy,2014,956,6.925
664b369af5b7b67b6665c695,Bridesmaids,2011,4222,6.528
664b369af5b7b67b6665c696,The Mitchells vs. the Machines,2021,2804,7.918
664b369af5b7b67b6665c697,Indiana Jones and the Temple of Doom,1984,8935,7.3
664b369af5b7b67b6665c698,Back to the Future Part II,1989,12379,7.759
664b369af5b7b67b6665c699,Saltburn,2023,1990,7.049
664b369af5b7b67b6665c69a,A Whisker Away,2020,1325,7.898
664b369af5b7b67b6665c69b,Tombstone,1993,2012,7.604
664b369af5b7b67b6665c69c,Ouija,2014,2573,5.148
664b369af5b7b67b6665c69d,When Harry Met Sally...,1989,3936,7.404
664b369af5b7b67b6665c69e,Poltergeist,2015,2197,5.206
664b369af5b7b67b6665c69f,Annie,2014,1244,6.24
664b369af5b7b67b6665c6a0,Nightcrawler,2014,10427,7.707
664b369af5b7b67b6665c6a1,Mighty Joe Young,1949,104,6.346
664b369af5b7b67b6665c6a2,Caligula,1979,795,6.03
664b369af5b7b67b6665c6a3,RRR,2022,1201,7.774
664b369af5b7b67b6665c6a4,Alice Through the Looking Glass,2016,6235,6.562
664b369af5b7b67b6665c6a5,My Spy,2020,1084,6.853
664b369af5b7b67b6665c6a6,Easy A,2010,6721,6.811
664b369af5b7b67b6665c6a7,Memory,2022,1422,6.831
664b369af5b7b67b6665c6a8,The Bear,1988,457,7.035
664b369af5b7b67b6665c6a9,The Naked Gun: From the Files of Police Squad!,1988,3511,7.3
664b369af5b7b67b6665c6aa,The Fallout,2021,1038,7.629
664b369af5b7b67b6665c6ab,Perfect Blue,1998,2475,8.3
664b369af5b7b67b6665c6ac,Hidden Strike,2023,909,6.968
664b369af5b7b67b6665c6ad,The Tale,2018,415,7.108
664b369af5b7b67b6665c6ae,Shaolin Soccer,2001,2152,7.109
664b369af5b7b67b6665c6af,Jeepers Creepers 2,2003,1555,6.122
664b369af5b7b67b6665c6b0,La La Land,2016,16334,7.901
664b369af5b7b67b6665c6b1,Replicas,2018,1295,6.023
664b369af5b7b67b6665c6b2,Blackthorn,2011,242,6.6
664b369af5b7b67b6665c6b3,Child's Play,1988,2818,6.699
664b369af5b7b67b6665c6b4,The Aristocats,1970,4828,7.3
664b369af5b7b67b6665c6b5,Blade II,2002,4530,6.534
664b369af5b7b67b6665c6b6,Die Hard: With a Vengeance,1995,5858,7.267
664b369af5b7b67b6665c6b7,We're the Millers,2013,8633,6.825
664b369af5b7b67b6665c6b8,The Book of Eli,2010,5886,6.783
664b369af5b7b67b6665c6b9,The Hunt for Red October,1990,3121,7.391
664b369af5b7b67b6665c6ba,Decision to Leave,2022,1085,7.37
664b369af5b7b67b6665c6bb,Purple Hearts,2022,2361,8.124
664b369af5b7b67b6665c6bc,The Game,1997,6298,7.567
664b369af5b7b67b6665c6bd,65,2023,2154,6.023
664b369af5b7b67b6665c6be,Bandit,2022,303,6.188
664b369af5b7b67b6665c6bf,Terrifier,2018,1920,6.455
664b369af5b7b67b6665c6c0,Meet Joe Black,1998,4919,7.3
664b369af5b7b67b6665c6c1,Charlie's Angels,2000,4008,5.827
664b369af5b7b67b6665c6c2,The Change-Up,2011,2647,6.141
664b369af5b7b67b6665c6c3,Mars Express,2023,147,7.687
664b369af5b7b67b6665c6c4,Point Break,1991,3395,7.153
664b369af5b7b67b6665c6c5,Robots,2005,4387,6.442
664b369af5b7b67b6665c6c6,Flushed Away,2006,3646,6.279
664b369af5b7b67b6665c6c7,The Fly,1986,4222,7.4
664b369af5b7b67b6665c6c8,Groot's First Steps,2022,322,7
664b369af5b7b67b6665c6c9,Pitch Perfect 2,2015,5205,6.86
664b369af5b7b67b6665c6ca,Men in Black II,2002,9609,6.365
664b369af5b7b67b6665c6cb,The Girl Next Door,2004,3359,6.722
664b369af5b7b67b6665c6cc,Home,2015,3830,6.793
664b369af5b7b67b6665c6cd,Dora and the Lost City of Gold,2019,1652,6.653
664b369af5b7b67b6665c6ce,A Million Miles Away,2023,374,7.801
664b369af5b7b67b6665c6cf,Scary Movie 3,2003,3923,5.974
664b369af5b7b67b6665c6d0,"South Park: Bigger, Longer & Uncut",1999,2585,7.264
664b369af5b7b67b6665c6d1,London Fields,2018,252,5.091
664b369af5b7b67b6665c6d2,Gifted Hands: The Ben Carson Story,2009,611,7.785
664b369af5b7b67b6665c6d3,Strays,2023,729,7.33
664b369af5b7b67b6665c6d4,The Wedding Ringer,2015,1530,6.474
664b369af5b7b67b6665c6d5,The Bourne Ultimatum,2007,7400,7.429
664b369af5b7b67b6665c6d6,"Love, Rosie",2014,6069,7.832
664b369af5b7b67b6665c6d7,Inferno,1999,298,6.133
664b369af5b7b67b6665c6d8,Barbie: Princess Charm School,2011,761,7.5
664b369af5b7b67b6665c6d9,The Family Man,2000,1869,6.799
664b369af5b7b67b6665c6da,Hotel Transylvania 2,2015,5547,6.779
664b369af5b7b67b6665c6db,My Hero Academia: Heroes Rising,2019,1117,8.171
664b369af5b7b67b6665c6dc,The Hill,2023,185,7.735
664b369af5b7b67b6665c6dd,Borat Subsequent Moviefilm,2020,2425,6.466
664b369af5b7b67b6665c6de,Mechanic: Resurrection,2016,3247,6.005
664b369af5b7b67b6665c6df,CODA,2021,2094,7.946
664b369af5b7b67b6665c6e0,The Empire Strikes Back,1980,16454,8.39
664b369af5b7b67b6665c6e1,American Reunion,2012,4285,6.296
664b369af5b7b67b6665c6e2,Barbie in the 12 Dancing Princesses,2006,1137,7.585
664b369af5b7b67b6665c6e3,Little Man,2006,1646,5.892
664b369af5b7b67b6665c6e4,I Confess,1953,421,7.084
664b369af5b7b67b6665c6e5,Southpaw,2015,5339,7.368
664b369af5b7b67b6665c6e6,Midnight Cowboy,1969,1332,7.518
664b369af5b7b67b6665c6e7,(500) Days of Summer,2009,9756,7.283
664b369af5b7b67b6665c6e8,My Hero Academia: Two Heroes,2018,959,7.894
664b369af5b7b67b6665c6e9,Palmer,2021,1497,8.14
664b369af5b7b67b6665c6ea,Violent Night,2022,1943,7.359
664b369af5b7b67b6665c6eb,The Sessions,2012,526,6.924
664b369af5b7b67b6665c6ec,Brother Bear,2003,5209,7.264
664b369af5b7b67b6665c6ed,Bambi,1942,5454,7
664b369af5b7b67b6665c6ee,Pandorum,2009,2276,6.557
664b369af5b7b67b6665c6ef,Game Night,2018,5587,6.853
664b369af5b7b67b6665c6f0,Hitman: Agent 47,2015,2922,5.85
664b369af5b7b67b6665c6f1,Silent Hill,2006,4123,6.554
664b369af5b7b67b6665c6f2,A Walk to Remember,2002,3936,7.747
664b369af5b7b67b6665c6f3,One Week Friends,2022,112,5.7
664b369af5b7b67b6665c6f4,The Hot Chick,2002,1933,6.349
664b369af5b7b67b6665c6f5,Apollo 13,1995,5216,7.449
664b369af5b7b67b6665c6f6,Lady and the Tramp,1955,5089,7.118
664b369af5b7b67b6665c6f7,The Adam Project,2022,4089,7.045
664b369af5b7b67b6665c6f8,Brokeback Mountain,2005,6707,7.795
664b369af5b7b67b6665c6f9,The Proposal,2009,6551,7.14
664b369af5b7b67b6665c6fa,King Arthur: Legend of the Sword,2017,5536,6.545
664b369af5b7b67b6665c6fb,War Dogs,2016,4722,6.914
664b369af5b7b67b6665c6fc,American Gangster,2007,5186,7.587
664b369af5b7b67b6665c6fd,Amélie,2001,11173,7.91
664b369af5b7b67b6665c6fe,Spies in Disguise,2019,2697,7.597
664b369af5b7b67b6665c6ff,Barbie as The Princess & the Pauper,2004,1432,7.462
664b369af5b7b67b6665c700,Superman Returns,2006,4027,5.761
664b369af5b7b67b6665c701,G.I. Joe: The Rise of Cobra,2009,4463,5.778
664b369af5b7b67b6665c702,Maleficent: Mistress of Evil,2019,5920,7.312
664b369af5b7b67b6665c703,Step Up 2: The Streets,2008,2229,6.688
664b369af5b7b67b6665c704,Epic,2013,2620,6.498
664b369af5b7b67b6665c705,Horrible Bosses 2,2014,4001,6.2
664b369af5b7b67b6665c706,Sex and the City,2008,2048,6.575
664b369af5b7b67b6665c707,Zodiac,2007,10108,7.522
664b369af5b7b67b6665c708,Oldboy,2003,8307,8.258
664b369af5b7b67b6665c709,Jack Frost,1997,227,5.086
664b369af5b7b67b6665c70a,F9,2021,6969,7.097
664b369af5b7b67b6665c70b,Skyfall,2012,14850,7.237
664b369af5b7b67b6665c70c,Blacklight,2022,1048,6.19
664b369af5b7b67b6665c70d,Harvey,1950,582,7.678
664b369af5b7b67b6665c70e,Bride of Chucky,1998,1815,6.047
664b369af5b7b67b6665c70f,The Monkey King: Reborn,2021,307,7.2
